id,y_true,prob_1,pred,source_model
150,1,0.7843654,1,challenge_12_final_stacking_colab
151,1,0.99313146,1,challenge_12_final_stacking_colab
152,0,0.1976498,0,challenge_12_final_stacking_colab
153,0,0.15153961,0,challenge_12_final_stacking_colab
154,0,0.018332921,0,challenge_12_final_stacking_colab
155,0,0.003587806,0,challenge_12_final_stacking_colab
156,0,0.2029913,0,challenge_12_final_stacking_colab
157,1,0.776348,1,challenge_12_final_stacking_colab
158,1,0.89737034,1,challenge_12_final_stacking_colab
159,0,2.3323046e-05,0,challenge_12_final_stacking_colab
160,0,0.4208135,0,challenge_12_final_stacking_colab
161,1,0.99999946,1,challenge_12_final_stacking_colab
162,1,0.99708456,1,challenge_12_final_stacking_colab
163,1,0.99650043,1,challenge_12_final_stacking_colab
164,1,0.56073934,1,challenge_12_final_stacking_colab
165,1,0.99844235,1,challenge_12_final_stacking_colab
166,1,0.99842453,1,challenge_12_final_stacking_colab
167,0,0.2169974,0,challenge_12_final_stacking_colab
168,0,0.23318247,0,challenge_12_final_stacking_colab
169,0,0.18972594,0,challenge_12_final_stacking_colab
170,1,0.99999344,1,challenge_12_final_stacking_colab
171,1,0.9999909,1,challenge_12_final_stacking_colab
172,0,0.008074383,0,challenge_12_final_stacking_colab
173,1,0.999994,1,challenge_12_final_stacking_colab
174,0,0.00010183133,0,challenge_12_final_stacking_colab
175,1,0.99512196,1,challenge_12_final_stacking_colab
176,0,0.42634848,0,challenge_12_final_stacking_colab
177,1,0.9738173,1,challenge_12_final_stacking_colab
178,1,0.97091347,1,challenge_12_final_stacking_colab
179,0,0.002452965,0,challenge_12_final_stacking_colab
180,0,0.024861708,0,challenge_12_final_stacking_colab
181,0,0.21071513,0,challenge_12_final_stacking_colab
182,0,0.22679888,0,challenge_12_final_stacking_colab
183,1,0.46063134,0,challenge_12_final_stacking_colab
184,0,0.17778969,0,challenge_12_final_stacking_colab
185,0,9.034756e-08,0,challenge_12_final_stacking_colab
186,0,0.20801848,0,challenge_12_final_stacking_colab
187,0,0.21307577,0,challenge_12_final_stacking_colab
188,0,0.76114357,1,challenge_12_final_stacking_colab
189,1,0.38035512,0,challenge_12_final_stacking_colab
190,0,0.2052598,0,challenge_12_final_stacking_colab
191,0,0.20452459,0,challenge_12_final_stacking_colab
192,1,0.9984646,1,challenge_12_final_stacking_colab
193,0,0.20962086,0,challenge_12_final_stacking_colab
194,0,0.21216586,0,challenge_12_final_stacking_colab
195,0,0.20701215,0,challenge_12_final_stacking_colab
196,1,0.74676305,1,challenge_12_final_stacking_colab
197,1,0.9891956,1,challenge_12_final_stacking_colab
198,1,0.9832657,1,challenge_12_final_stacking_colab
199,0,0.20858017,0,challenge_12_final_stacking_colab
200,0,5.1201427e-05,0,challenge_12_final_stacking_colab
201,0,0.18701951,0,challenge_12_final_stacking_colab
202,1,0.83922803,1,challenge_12_final_stacking_colab
203,1,0.9984918,1,challenge_12_final_stacking_colab
204,0,0.17690432,0,challenge_12_final_stacking_colab
205,1,0.75509113,1,challenge_12_final_stacking_colab
206,0,0.22094128,0,challenge_12_final_stacking_colab
207,1,0.4539893,0,challenge_12_final_stacking_colab
208,0,0.21578264,0,challenge_12_final_stacking_colab
209,0,0.040210065,0,challenge_12_final_stacking_colab
210,0,0.0006989782,0,challenge_12_final_stacking_colab
211,0,0.009148326,0,challenge_12_final_stacking_colab
212,1,0.9508348,1,challenge_12_final_stacking_colab
213,0,0.12923077,0,challenge_12_final_stacking_colab
214,1,0.7293078,1,challenge_12_final_stacking_colab
215,0,0.234705,0,challenge_12_final_stacking_colab
216,1,0.78831434,1,challenge_12_final_stacking_colab
217,1,0.997478,1,challenge_12_final_stacking_colab
218,0,0.107615,0,challenge_12_final_stacking_colab
219,0,0.00028496006,0,challenge_12_final_stacking_colab
220,1,0.9904115,1,challenge_12_final_stacking_colab
221,0,0.33429044,0,challenge_12_final_stacking_colab
222,1,0.76251197,1,challenge_12_final_stacking_colab
223,1,0.99590933,1,challenge_12_final_stacking_colab
224,1,0.75534713,1,challenge_12_final_stacking_colab
225,1,0.99999946,1,challenge_12_final_stacking_colab
226,0,0.21253318,0,challenge_12_final_stacking_colab
227,1,0.56095445,1,challenge_12_final_stacking_colab
228,0,5.8541107e-05,0,challenge_12_final_stacking_colab
229,1,0.66178316,1,challenge_12_final_stacking_colab
230,1,0.9979099,1,challenge_12_final_stacking_colab
231,1,0.761207,1,challenge_12_final_stacking_colab
232,1,0.56543267,1,challenge_12_final_stacking_colab
233,0,0.3860719,0,challenge_12_final_stacking_colab
234,1,0.98064566,1,challenge_12_final_stacking_colab
235,0,0.5851423,1,challenge_12_final_stacking_colab
236,0,0.020288765,0,challenge_12_final_stacking_colab
237,0,0.16550964,0,challenge_12_final_stacking_colab
238,1,0.999997,1,challenge_12_final_stacking_colab
239,1,0.99360245,1,challenge_12_final_stacking_colab
240,0,0.21575363,0,challenge_12_final_stacking_colab
241,1,0.506972,1,challenge_12_final_stacking_colab
242,1,0.9978313,1,challenge_12_final_stacking_colab
243,1,0.99999994,1,challenge_12_final_stacking_colab
244,1,0.94890404,1,challenge_12_final_stacking_colab
245,0,0.16520347,0,challenge_12_final_stacking_colab
246,1,0.9965149,1,challenge_12_final_stacking_colab
247,1,0.7971146,1,challenge_12_final_stacking_colab
248,0,5.957847e-05,0,challenge_12_final_stacking_colab
249,1,0.8084566,1,challenge_12_final_stacking_colab
250,0,3.5309488e-06,0,challenge_12_final_stacking_colab
251,1,0.9957078,1,challenge_12_final_stacking_colab
252,1,0.80566937,1,challenge_12_final_stacking_colab
253,1,0.9976801,1,challenge_12_final_stacking_colab
254,0,0.4719932,0,challenge_12_final_stacking_colab
255,0,0.00023205756,0,challenge_12_final_stacking_colab
256,0,0.5939549,1,challenge_12_final_stacking_colab
257,1,0.9953377,1,challenge_12_final_stacking_colab
258,1,0.7889112,1,challenge_12_final_stacking_colab
259,1,0.99999934,1,challenge_12_final_stacking_colab
260,1,0.7522471,1,challenge_12_final_stacking_colab
261,1,0.9999918,1,challenge_12_final_stacking_colab
262,0,0.00029434645,0,challenge_12_final_stacking_colab
263,1,0.9999973,1,challenge_12_final_stacking_colab
264,0,0.34626058,0,challenge_12_final_stacking_colab
265,0,0.21502547,0,challenge_12_final_stacking_colab
266,1,0.4694633,0,challenge_12_final_stacking_colab
267,1,0.8500209,1,challenge_12_final_stacking_colab
268,0,0.21260296,0,challenge_12_final_stacking_colab
269,1,0.9999902,1,challenge_12_final_stacking_colab
270,1,0.99999857,1,challenge_12_final_stacking_colab
271,0,6.234576e-05,0,challenge_12_final_stacking_colab
272,0,0.45820835,0,challenge_12_final_stacking_colab
273,1,0.9665924,1,challenge_12_final_stacking_colab
274,0,0.5722076,1,challenge_12_final_stacking_colab
275,0,0.49268782,1,challenge_12_final_stacking_colab
276,0,0.23817587,0,challenge_12_final_stacking_colab
277,1,0.07532104,0,challenge_12_final_stacking_colab
278,1,0.37989125,0,challenge_12_final_stacking_colab
279,0,0.19890615,0,challenge_12_final_stacking_colab
280,1,0.7822732,1,challenge_12_final_stacking_colab
281,1,0.9999983,1,challenge_12_final_stacking_colab
282,0,0.18092138,0,challenge_12_final_stacking_colab
283,0,0.20733576,0,challenge_12_final_stacking_colab
284,0,0.0696266,0,challenge_12_final_stacking_colab
285,1,0.9999945,1,challenge_12_final_stacking_colab
286,0,0.42515773,0,challenge_12_final_stacking_colab
287,0,0.06328219,0,challenge_12_final_stacking_colab
288,1,0.9999915,1,challenge_12_final_stacking_colab
289,0,0.5144485,1,challenge_12_final_stacking_colab
290,0,0.21116292,0,challenge_12_final_stacking_colab
291,0,0.0027825183,0,challenge_12_final_stacking_colab
292,0,0.020915883,0,challenge_12_final_stacking_colab
293,1,0.7875634,1,challenge_12_final_stacking_colab
294,0,0.2118529,0,challenge_12_final_stacking_colab
295,0,0.008282605,0,challenge_12_final_stacking_colab
296,0,4.234882e-05,0,challenge_12_final_stacking_colab
297,1,0.70928645,1,challenge_12_final_stacking_colab
298,1,0.9999999,1,challenge_12_final_stacking_colab
299,0,0.0031201318,0,challenge_12_final_stacking_colab
300,1,0.9977399,1,challenge_12_final_stacking_colab
301,0,0.21716471,0,challenge_12_final_stacking_colab
302,1,0.988665,1,challenge_12_final_stacking_colab
303,0,0.023971219,0,challenge_12_final_stacking_colab
304,0,0.0013044113,0,challenge_12_final_stacking_colab
305,0,0.025933431,0,challenge_12_final_stacking_colab
306,0,0.7019281,1,challenge_12_final_stacking_colab
307,0,0.90349406,1,challenge_12_final_stacking_colab
308,0,0.19798952,0,challenge_12_final_stacking_colab
309,1,0.4981544,1,challenge_12_final_stacking_colab
310,1,0.99758315,1,challenge_12_final_stacking_colab
311,1,0.99718046,1,challenge_12_final_stacking_colab
312,1,0.984701,1,challenge_12_final_stacking_colab
313,0,0.4900169,1,challenge_12_final_stacking_colab
314,0,0.0019320546,0,challenge_12_final_stacking_colab
315,0,0.2181855,0,challenge_12_final_stacking_colab
316,1,0.9999995,1,challenge_12_final_stacking_colab
317,0,2.5548763e-05,0,challenge_12_final_stacking_colab
318,1,0.9999902,1,challenge_12_final_stacking_colab
319,0,0.6581539,1,challenge_12_final_stacking_colab
320,0,0.00020147982,0,challenge_12_final_stacking_colab
321,1,0.4393753,0,challenge_12_final_stacking_colab
322,1,0.9999998,1,challenge_12_final_stacking_colab
323,0,0.2185917,0,challenge_12_final_stacking_colab
324,1,0.9999929,1,challenge_12_final_stacking_colab
325,1,0.57499486,1,challenge_12_final_stacking_colab
326,1,0.9980082,1,challenge_12_final_stacking_colab
327,0,4.964598e-05,0,challenge_12_final_stacking_colab
328,1,0.99999994,1,challenge_12_final_stacking_colab
329,1,0.8580232,1,challenge_12_final_stacking_colab
330,0,0.0036301636,0,challenge_12_final_stacking_colab
331,0,0.23862402,0,challenge_12_final_stacking_colab
332,1,0.97783107,1,challenge_12_final_stacking_colab
333,1,0.98490304,1,challenge_12_final_stacking_colab
334,1,0.78637433,1,challenge_12_final_stacking_colab
335,1,0.96739864,1,challenge_12_final_stacking_colab
336,1,0.96955323,1,challenge_12_final_stacking_colab
337,0,0.6305627,1,challenge_12_final_stacking_colab
338,1,0.72930837,1,challenge_12_final_stacking_colab
339,0,0.0008552997,0,challenge_12_final_stacking_colab
340,1,0.98992854,1,challenge_12_final_stacking_colab
341,0,5.6691074e-06,0,challenge_12_final_stacking_colab
342,1,0.99999994,1,challenge_12_final_stacking_colab
343,0,0.22586471,0,challenge_12_final_stacking_colab
344,0,6.719139e-07,0,challenge_12_final_stacking_colab
345,0,0.27890998,0,challenge_12_final_stacking_colab
346,0,0.018736089,0,challenge_12_final_stacking_colab
347,0,0.42901996,0,challenge_12_final_stacking_colab
348,0,3.6942038e-05,0,challenge_12_final_stacking_colab
349,1,0.79654086,1,challenge_12_final_stacking_colab
350,1,0.9999998,1,challenge_12_final_stacking_colab
351,0,1.3331646e-05,0,challenge_12_final_stacking_colab
352,0,0.45787242,0,challenge_12_final_stacking_colab
353,0,0.43351984,0,challenge_12_final_stacking_colab
354,0,0.22821563,0,challenge_12_final_stacking_colab
355,1,0.9972267,1,challenge_12_final_stacking_colab
356,0,0.3168561,0,challenge_12_final_stacking_colab
357,0,2.4181857e-06,0,challenge_12_final_stacking_colab
358,0,1.0817944e-05,0,challenge_12_final_stacking_colab
359,1,0.99772125,1,challenge_12_final_stacking_colab
360,0,0.111094646,0,challenge_12_final_stacking_colab
361,0,0.4353376,0,challenge_12_final_stacking_colab
362,0,0.23013714,0,challenge_12_final_stacking_colab
363,0,2.070517e-05,0,challenge_12_final_stacking_colab
364,0,0.8964056,1,challenge_12_final_stacking_colab
365,0,0.010029072,0,challenge_12_final_stacking_colab
366,0,0.4812675,0,challenge_12_final_stacking_colab
367,0,0.55098933,1,challenge_12_final_stacking_colab
368,1,0.82910687,1,challenge_12_final_stacking_colab
369,1,0.7847096,1,challenge_12_final_stacking_colab
370,1,0.98179936,1,challenge_12_final_stacking_colab
371,1,0.99737644,1,challenge_12_final_stacking_colab
372,1,0.99639505,1,challenge_12_final_stacking_colab
373,1,0.99710536,1,challenge_12_final_stacking_colab
374,0,0.00014592956,0,challenge_12_final_stacking_colab
375,1,0.9284937,1,challenge_12_final_stacking_colab
376,1,0.9999982,1,challenge_12_final_stacking_colab
377,1,0.78714865,1,challenge_12_final_stacking_colab
378,0,0.20551571,0,challenge_12_final_stacking_colab
379,0,0.26517117,0,challenge_12_final_stacking_colab
380,1,0.78602105,1,challenge_12_final_stacking_colab
381,1,0.99999994,1,challenge_12_final_stacking_colab
382,0,0.000531191,0,challenge_12_final_stacking_colab
383,0,2.490072e-06,0,challenge_12_final_stacking_colab
384,1,0.97817594,1,challenge_12_final_stacking_colab
385,1,0.9907519,1,challenge_12_final_stacking_colab
386,0,0.4332096,0,challenge_12_final_stacking_colab
387,1,0.99999934,1,challenge_12_final_stacking_colab
388,0,0.0010049366,0,challenge_12_final_stacking_colab
389,1,0.8895948,1,challenge_12_final_stacking_colab
390,1,0.95198834,1,challenge_12_final_stacking_colab
391,0,0.21005496,0,challenge_12_final_stacking_colab
392,1,0.9939567,1,challenge_12_final_stacking_colab
393,0,0.21095543,0,challenge_12_final_stacking_colab
394,1,0.99999285,1,challenge_12_final_stacking_colab
395,0,0.021220265,0,challenge_12_final_stacking_colab
396,1,0.97879744,1,challenge_12_final_stacking_colab
397,1,0.5839461,1,challenge_12_final_stacking_colab
398,0,0.96018153,1,challenge_12_final_stacking_colab
399,0,0.22672758,0,challenge_12_final_stacking_colab
400,1,0.5635787,1,challenge_12_final_stacking_colab
401,1,0.9999992,1,challenge_12_final_stacking_colab
402,0,0.21468478,0,challenge_12_final_stacking_colab
403,0,0.2051221,0,challenge_12_final_stacking_colab
404,0,0.21772914,0,challenge_12_final_stacking_colab
405,1,0.9934927,1,challenge_12_final_stacking_colab
406,0,0.7612103,1,challenge_12_final_stacking_colab
407,1,0.9999897,1,challenge_12_final_stacking_colab
408,1,0.9920861,1,challenge_12_final_stacking_colab
409,1,0.7256928,1,challenge_12_final_stacking_colab
410,0,0.009921784,0,challenge_12_final_stacking_colab
411,0,0.20984007,0,challenge_12_final_stacking_colab
412,1,0.7881243,1,challenge_12_final_stacking_colab
413,1,0.9784827,1,challenge_12_final_stacking_colab
414,1,0.5638923,1,challenge_12_final_stacking_colab
415,1,0.49386322,1,challenge_12_final_stacking_colab
416,0,0.0011011298,0,challenge_12_final_stacking_colab
417,0,0.0023075426,0,challenge_12_final_stacking_colab
418,0,0.007366841,0,challenge_12_final_stacking_colab
419,0,0.23494169,0,challenge_12_final_stacking_colab
420,1,0.9981285,1,challenge_12_final_stacking_colab
421,1,0.9917936,1,challenge_12_final_stacking_colab
422,1,0.29139194,0,challenge_12_final_stacking_colab
423,1,0.78765225,1,challenge_12_final_stacking_colab
424,0,0.20646493,0,challenge_12_final_stacking_colab
425,0,0.21385252,0,challenge_12_final_stacking_colab
426,1,0.9921965,1,challenge_12_final_stacking_colab
427,1,0.575,1,challenge_12_final_stacking_colab
428,1,0.75244963,1,challenge_12_final_stacking_colab
429,0,0.08152142,0,challenge_12_final_stacking_colab
430,0,0.21580617,0,challenge_12_final_stacking_colab
431,1,0.94096375,1,challenge_12_final_stacking_colab
432,1,0.765818,1,challenge_12_final_stacking_colab
433,1,0.99650025,1,challenge_12_final_stacking_colab
434,1,0.6007289,1,challenge_12_final_stacking_colab
435,1,0.8135868,1,challenge_12_final_stacking_colab
436,1,0.77729803,1,challenge_12_final_stacking_colab
437,0,0.19726747,0,challenge_12_final_stacking_colab
438,1,0.9431664,1,challenge_12_final_stacking_colab
439,0,0.010646115,0,challenge_12_final_stacking_colab
440,0,0.08667079,0,challenge_12_final_stacking_colab
441,1,0.99018705,1,challenge_12_final_stacking_colab
442,1,0.99483776,1,challenge_12_final_stacking_colab
443,1,0.99835473,1,challenge_12_final_stacking_colab
444,0,0.00036564752,0,challenge_12_final_stacking_colab
445,0,1.6918553e-05,0,challenge_12_final_stacking_colab
446,1,0.7850887,1,challenge_12_final_stacking_colab
447,0,0.00092172757,0,challenge_12_final_stacking_colab
448,1,0.9432137,1,challenge_12_final_stacking_colab
449,1,0.7753527,1,challenge_12_final_stacking_colab
450,1,0.742621,1,challenge_12_final_stacking_colab
451,0,0.23273724,0,challenge_12_final_stacking_colab
452,0,0.24666807,0,challenge_12_final_stacking_colab
453,0,3.0683411e-06,0,challenge_12_final_stacking_colab
454,1,0.99853563,1,challenge_12_final_stacking_colab
455,0,0.20371275,0,challenge_12_final_stacking_colab
456,1,0.7973939,1,challenge_12_final_stacking_colab
457,1,0.7894737,1,challenge_12_final_stacking_colab
458,1,0.99627644,1,challenge_12_final_stacking_colab
459,1,0.49014518,1,challenge_12_final_stacking_colab
460,0,0.21216337,0,challenge_12_final_stacking_colab
461,0,0.20723575,0,challenge_12_final_stacking_colab
462,0,0.008428913,0,challenge_12_final_stacking_colab
463,1,0.9963045,1,challenge_12_final_stacking_colab
464,1,0.9094322,1,challenge_12_final_stacking_colab
465,0,0.6235637,1,challenge_12_final_stacking_colab
466,1,0.49860588,1,challenge_12_final_stacking_colab
467,1,0.97394055,1,challenge_12_final_stacking_colab
468,0,0.47893044,0,challenge_12_final_stacking_colab
469,1,0.97260696,1,challenge_12_final_stacking_colab
470,1,0.7705794,1,challenge_12_final_stacking_colab
471,0,0.0009948909,0,challenge_12_final_stacking_colab
472,0,0.035136834,0,challenge_12_final_stacking_colab
473,0,6.700259e-05,0,challenge_12_final_stacking_colab
474,1,0.9960417,1,challenge_12_final_stacking_colab
475,1,0.42120233,0,challenge_12_final_stacking_colab
476,1,0.999999,1,challenge_12_final_stacking_colab
477,0,0.4261962,0,challenge_12_final_stacking_colab
478,1,0.56152225,1,challenge_12_final_stacking_colab
479,0,4.0468335e-06,0,challenge_12_final_stacking_colab
480,0,0.032958362,0,challenge_12_final_stacking_colab
481,1,0.99999994,1,challenge_12_final_stacking_colab
482,0,5.1626957e-06,0,challenge_12_final_stacking_colab
483,0,0.0037861255,0,challenge_12_final_stacking_colab
484,1,1.0,1,challenge_12_final_stacking_colab
485,1,0.78617865,1,challenge_12_final_stacking_colab
486,0,0.0024093653,0,challenge_12_final_stacking_colab
487,1,0.57499987,1,challenge_12_final_stacking_colab
488,1,0.7804646,1,challenge_12_final_stacking_colab
489,0,0.070269965,0,challenge_12_final_stacking_colab
490,0,0.07298472,0,challenge_12_final_stacking_colab
491,0,0.3538761,0,challenge_12_final_stacking_colab
492,1,0.9999997,1,challenge_12_final_stacking_colab
493,0,0.0031324346,0,challenge_12_final_stacking_colab
494,0,0.23855555,0,challenge_12_final_stacking_colab
495,0,0.2213318,0,challenge_12_final_stacking_colab
496,0,0.71903414,1,challenge_12_final_stacking_colab
497,1,0.99999994,1,challenge_12_final_stacking_colab
498,1,0.99999994,1,challenge_12_final_stacking_colab
499,1,0.9982226,1,challenge_12_final_stacking_colab
500,0,0.00136845,0,challenge_12_final_stacking_colab
501,0,0.0009800671,0,challenge_12_final_stacking_colab
502,1,0.97440624,1,challenge_12_final_stacking_colab
503,1,0.98519176,1,challenge_12_final_stacking_colab
504,1,0.9872635,1,challenge_12_final_stacking_colab
505,0,0.19974233,0,challenge_12_final_stacking_colab
506,1,0.56884587,1,challenge_12_final_stacking_colab
507,1,0.99999857,1,challenge_12_final_stacking_colab
508,0,0.60418016,1,challenge_12_final_stacking_colab
509,0,0.22522207,0,challenge_12_final_stacking_colab
510,0,0.00019338181,0,challenge_12_final_stacking_colab
511,0,5.957908e-06,0,challenge_12_final_stacking_colab
512,0,0.0008580947,0,challenge_12_final_stacking_colab
513,1,0.45956874,0,challenge_12_final_stacking_colab
