candidate_id,source,signature,clean__method,scale__method,pca__n_components,model__C,model__gamma,params_json,stage,fold_idx,fold_accuracy,fit_seconds,removed_rows
stage3_668,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",none,power_yeo,112,8.0,0.01,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.814375,9.053,0
stage3_669,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",none,power_yeo,112,8.0,0.02,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.805,8.945,0
stage3_670,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",none,power_yeo,112,8.0,0.03,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.78,8.202,0
stage3_671,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",none,power_yeo,112,8.0,0.04,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 112, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,8.845,0
stage3_672,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,3.0,0.01,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.816875,9.918,0
stage3_673,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,3.0,0.02,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.804375,8.438,0
stage3_674,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,3.0,0.03,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77875,9.247,0
stage3_675,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,3.0,0.04,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.759375,9.409,0
stage3_676,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,4.0,0.01,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.819375,9.714,0
stage3_677,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,4.0,0.02,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.805,8.477,0
stage3_678,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,4.0,0.03,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7825,9.32,0
stage3_679,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,4.0,0.04,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,9.312,0
stage3_680,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,6.0,0.01,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81625,9.674,0
stage3_681,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,6.0,0.02,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.805625,8.484,0
stage3_682,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,6.0,0.03,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.778125,9.343,0
stage3_683,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,6.0,0.04,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.761875,9.132,0
stage3_684,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,8.0,0.01,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81375,9.672,0
stage3_685,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,8.0,0.02,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.803125,8.736,0
stage3_686,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,8.0,0.03,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.778125,9.225,0
stage3_687,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",none,power_yeo,120,8.0,0.04,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 120, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7625,9.21,0
stage3_688,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,3.0,0.01,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81375,8.939,0
stage3_689,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,3.0,0.02,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.803125,8.802,0
stage3_690,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,3.0,0.03,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.779375,9.208,0
stage3_691,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,3.0,0.04,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,9.166,0
stage3_692,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,4.0,0.01,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81625,8.452,0
stage3_693,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,4.0,0.02,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.801875,9.165,0
stage3_694,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,4.0,0.03,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77875,9.083,0
stage3_695,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,4.0,0.04,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.763125,8.921,0
stage3_696,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,6.0,0.01,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81375,8.663,0
stage3_697,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,6.0,0.02,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80375,9.221,0
stage3_698,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,6.0,0.03,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.776875,9.228,0
stage3_699,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,6.0,0.04,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,8.261,0
stage3_700,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,8.0,0.01,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.81375,9.408,0
stage3_701,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,8.0,0.02,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80125,10.072,0
stage3_702,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,8.0,0.03,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.775625,9.167,0
stage3_703,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",none,power_yeo,128,8.0,0.04,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 128, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.76,8.455,0
stage3_704,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,3.0,0.01,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.8125,10.789,0
stage3_705,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,3.0,0.02,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80375,10.704,0
stage3_706,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,3.0,0.03,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.779375,10.363,0
stage3_707,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,3.0,0.04,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.75875,10.426,0
stage3_708,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,4.0,0.01,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.809375,10.923,0
stage3_709,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,4.0,0.02,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.801875,9.784,0
stage3_710,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,4.0,0.03,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.7775,10.314,0
stage3_711,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,4.0,0.04,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.75875,10.352,0
stage3_712,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,6.0,0.01,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80875,10.436,0
stage3_713,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,6.0,0.02,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80375,10.633,0
stage3_714,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,6.0,0.03,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.77625,10.761,0
stage3_715,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,6.0,0.04,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.75875,9.87,0
stage3_716,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,8.0,0.01,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.806875,10.271,0
stage3_717,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,8.0,0.02,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.80125,10.577,0
stage3_718,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,8.0,0.03,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.775625,10.573,0
stage3_719,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",none,power_yeo,136,8.0,0.04,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 136, ""scale__method"": ""power_yeo""}",stage3_local_cv,0,0.760625,10.282,0
stage3_720,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,3.0,0.01,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.8125,5.657,0
stage3_721,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,3.0,0.02,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.808125,6.224,0
stage3_722,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,3.0,0.03,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.779375,5.446,0
stage3_723,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,3.0,0.04,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.765,6.121,0
stage3_724,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,4.0,0.01,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.814375,5.776,0
stage3_725,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,4.0,0.02,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.806875,6.344,0
stage3_726,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,4.0,0.03,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.780625,5.329,0
stage3_727,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,4.0,0.04,"{""clean__method"": ""none"", ""model__C"": 4.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.765625,6.404,0
stage3_728,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,6.0,0.01,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.8125,5.797,0
stage3_729,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,6.0,0.02,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.80375,6.522,0
stage3_730,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,6.0,0.03,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.784375,5.489,0
stage3_731,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,6.0,0.04,"{""clean__method"": ""none"", ""model__C"": 6.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.76625,6.483,0
stage3_732,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,8.0,0.01,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.01, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.809375,5.71,0
stage3_733,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,8.0,0.02,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.02, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.79875,6.447,0
stage3_734,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,8.0,0.03,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.03, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.785625,5.622,0
stage3_735,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",none,quantile_normal,104,8.0,0.04,"{""clean__method"": ""none"", ""model__C"": 8.0, ""model__gamma"": 0.04, ""pca__n_components"": 104, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.7675,6.106,0
stage3_736,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""quantile_normal""}",none,quantile_normal,112,3.0,0.01,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.01, ""pca__n_components"": 112, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.810625,5.567,0
stage3_737,stage3_seed_0,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""quantile_normal""}",none,quantile_normal,112,3.0,0.02,"{""clean__method"": ""none"", ""model__C"": 3.0, ""model__gamma"": 0.02, ""pca__n_components"": 112, ""scale__method"": ""quantile_normal""}",stage3_local_cv,0,0.803125,5.183,0
