id,y_true,prob_1,pred,source_model
52,1,0.9727531,1,challenge_10_signal_features_colab_ultra
53,1,0.9677606,1,challenge_10_signal_features_colab_ultra
54,0,0.0014793162,0,challenge_10_signal_features_colab_ultra
55,1,0.987235,1,challenge_10_signal_features_colab_ultra
56,0,0.00024024572,0,challenge_10_signal_features_colab_ultra
57,0,0.00020371059,0,challenge_10_signal_features_colab_ultra
58,0,5.039006e-05,0,challenge_10_signal_features_colab_ultra
59,0,0.13094766,0,challenge_10_signal_features_colab_ultra
60,1,0.97447914,1,challenge_10_signal_features_colab_ultra
61,0,0.0017298778,0,challenge_10_signal_features_colab_ultra
62,0,0.00017226186,0,challenge_10_signal_features_colab_ultra
63,1,0.9591019,1,challenge_10_signal_features_colab_ultra
64,0,0.88470685,1,challenge_10_signal_features_colab_ultra
65,1,0.37472734,0,challenge_10_signal_features_colab_ultra
66,0,0.0046381177,0,challenge_10_signal_features_colab_ultra
67,1,0.9085437,1,challenge_10_signal_features_colab_ultra
68,0,0.0005351651,0,challenge_10_signal_features_colab_ultra
69,0,0.017446129,0,challenge_10_signal_features_colab_ultra
70,1,0.9900328,1,challenge_10_signal_features_colab_ultra
71,0,0.1262537,0,challenge_10_signal_features_colab_ultra
72,0,0.059679784,0,challenge_10_signal_features_colab_ultra
73,1,0.97719425,1,challenge_10_signal_features_colab_ultra
74,1,0.99999845,1,challenge_10_signal_features_colab_ultra
75,0,0.0013739525,0,challenge_10_signal_features_colab_ultra
76,0,0.024223525,0,challenge_10_signal_features_colab_ultra
77,1,0.99613124,1,challenge_10_signal_features_colab_ultra
78,0,0.00030105145,0,challenge_10_signal_features_colab_ultra
79,0,7.039966e-05,0,challenge_10_signal_features_colab_ultra
80,1,0.98954093,1,challenge_10_signal_features_colab_ultra
81,0,0.7546389,1,challenge_10_signal_features_colab_ultra
82,0,4.102688e-05,0,challenge_10_signal_features_colab_ultra
83,0,0.029876838,0,challenge_10_signal_features_colab_ultra
84,0,0.00041876745,0,challenge_10_signal_features_colab_ultra
85,1,0.9968225,1,challenge_10_signal_features_colab_ultra
86,0,0.002696981,0,challenge_10_signal_features_colab_ultra
87,0,3.7087198e-06,0,challenge_10_signal_features_colab_ultra
88,1,0.97598946,1,challenge_10_signal_features_colab_ultra
89,1,0.98633856,1,challenge_10_signal_features_colab_ultra
90,0,7.157541e-05,0,challenge_10_signal_features_colab_ultra
91,1,0.6227774,1,challenge_10_signal_features_colab_ultra
92,0,0.036560517,0,challenge_10_signal_features_colab_ultra
93,0,0.0049787965,0,challenge_10_signal_features_colab_ultra
94,0,0.0132174585,0,challenge_10_signal_features_colab_ultra
95,0,0.15227407,0,challenge_10_signal_features_colab_ultra
96,0,0.02563927,0,challenge_10_signal_features_colab_ultra
97,0,0.26782924,0,challenge_10_signal_features_colab_ultra
98,1,0.99999976,1,challenge_10_signal_features_colab_ultra
99,0,0.09059494,0,challenge_10_signal_features_colab_ultra
100,1,0.9650612,1,challenge_10_signal_features_colab_ultra
101,0,0.0047875433,0,challenge_10_signal_features_colab_ultra
102,0,0.01561541,0,challenge_10_signal_features_colab_ultra
103,0,0.0035928504,0,challenge_10_signal_features_colab_ultra
104,1,0.9968193,1,challenge_10_signal_features_colab_ultra
105,1,0.8800612,1,challenge_10_signal_features_colab_ultra
106,1,0.9801098,1,challenge_10_signal_features_colab_ultra
107,0,9.6102136e-05,0,challenge_10_signal_features_colab_ultra
108,0,0.0021582344,0,challenge_10_signal_features_colab_ultra
109,1,0.9390844,1,challenge_10_signal_features_colab_ultra
110,0,0.00012558427,0,challenge_10_signal_features_colab_ultra
111,0,0.0002759293,0,challenge_10_signal_features_colab_ultra
112,0,0.0001621644,0,challenge_10_signal_features_colab_ultra
113,0,0.014492164,0,challenge_10_signal_features_colab_ultra
114,1,0.8403524,1,challenge_10_signal_features_colab_ultra
115,1,0.8014861,1,challenge_10_signal_features_colab_ultra
116,0,0.00034627633,0,challenge_10_signal_features_colab_ultra
117,1,0.99290955,1,challenge_10_signal_features_colab_ultra
118,1,0.9999874,1,challenge_10_signal_features_colab_ultra
119,0,0.0010424064,0,challenge_10_signal_features_colab_ultra
120,0,0.0063506584,0,challenge_10_signal_features_colab_ultra
121,0,0.118706375,0,challenge_10_signal_features_colab_ultra
122,0,0.66320664,1,challenge_10_signal_features_colab_ultra
123,1,0.99999887,1,challenge_10_signal_features_colab_ultra
124,0,0.0016717701,0,challenge_10_signal_features_colab_ultra
125,0,6.315763e-05,0,challenge_10_signal_features_colab_ultra
126,0,0.080264166,0,challenge_10_signal_features_colab_ultra
127,1,0.99269956,1,challenge_10_signal_features_colab_ultra
128,0,0.20694065,0,challenge_10_signal_features_colab_ultra
129,0,0.00044916247,0,challenge_10_signal_features_colab_ultra
130,1,0.73289347,1,challenge_10_signal_features_colab_ultra
131,1,0.9930467,1,challenge_10_signal_features_colab_ultra
132,0,0.0018007434,0,challenge_10_signal_features_colab_ultra
133,0,3.0222163e-05,0,challenge_10_signal_features_colab_ultra
134,0,0.056290586,0,challenge_10_signal_features_colab_ultra
135,1,1.0,1,challenge_10_signal_features_colab_ultra
136,0,0.101906426,0,challenge_10_signal_features_colab_ultra
137,1,0.9999887,1,challenge_10_signal_features_colab_ultra
138,0,0.0016667789,0,challenge_10_signal_features_colab_ultra
139,0,0.0003458007,0,challenge_10_signal_features_colab_ultra
140,1,0.99999964,1,challenge_10_signal_features_colab_ultra
141,1,0.99998856,1,challenge_10_signal_features_colab_ultra
142,0,0.18866704,0,challenge_10_signal_features_colab_ultra
143,0,0.00011032457,0,challenge_10_signal_features_colab_ultra
144,1,0.99999285,1,challenge_10_signal_features_colab_ultra
145,0,0.005415342,0,challenge_10_signal_features_colab_ultra
146,0,0.89021385,1,challenge_10_signal_features_colab_ultra
147,1,0.98478824,1,challenge_10_signal_features_colab_ultra
148,0,1.132387e-05,0,challenge_10_signal_features_colab_ultra
149,1,0.98477024,1,challenge_10_signal_features_colab_ultra
150,1,0.9933969,1,challenge_10_signal_features_colab_ultra
151,1,0.9880547,1,challenge_10_signal_features_colab_ultra
152,0,0.007834662,0,challenge_10_signal_features_colab_ultra
153,0,0.26354715,0,challenge_10_signal_features_colab_ultra
154,0,0.03188334,0,challenge_10_signal_features_colab_ultra
155,0,0.0062396624,0,challenge_10_signal_features_colab_ultra
156,0,0.35302836,0,challenge_10_signal_features_colab_ultra
157,1,0.97845435,1,challenge_10_signal_features_colab_ultra
158,1,0.8215136,1,challenge_10_signal_features_colab_ultra
159,0,4.056182e-05,0,challenge_10_signal_features_colab_ultra
160,0,0.38137415,0,challenge_10_signal_features_colab_ultra
161,1,0.99999905,1,challenge_10_signal_features_colab_ultra
162,1,0.9949297,1,challenge_10_signal_features_colab_ultra
163,1,0.99391377,1,challenge_10_signal_features_colab_ultra
164,1,0.9751988,1,challenge_10_signal_features_colab_ultra
165,1,0.997291,1,challenge_10_signal_features_colab_ultra
166,1,0.99726003,1,challenge_10_signal_features_colab_ultra
167,0,0.03545957,0,challenge_10_signal_features_colab_ultra
168,0,0.036058683,0,challenge_10_signal_features_colab_ultra
169,0,0.0037577786,0,challenge_10_signal_features_colab_ultra
170,1,0.99998856,1,challenge_10_signal_features_colab_ultra
171,1,0.9999841,1,challenge_10_signal_features_colab_ultra
172,0,0.014042406,0,challenge_10_signal_features_colab_ultra
173,1,0.9999895,1,challenge_10_signal_features_colab_ultra
174,0,0.00017709796,0,challenge_10_signal_features_colab_ultra
175,1,0.9915164,1,challenge_10_signal_features_colab_ultra
176,0,0.0023451557,0,challenge_10_signal_features_colab_ultra
177,1,0.9544649,1,challenge_10_signal_features_colab_ultra
178,1,0.9494147,1,challenge_10_signal_features_colab_ultra
179,0,0.004266026,0,challenge_10_signal_features_colab_ultra
180,0,0.043237753,0,challenge_10_signal_features_colab_ultra
181,0,0.0014626118,0,challenge_10_signal_features_colab_ultra
182,0,0.019679205,0,challenge_10_signal_features_colab_ultra
183,1,0.061967563,0,challenge_10_signal_features_colab_ultra
184,0,0.00032728224,0,challenge_10_signal_features_colab_ultra
185,0,1.571262e-07,0,challenge_10_signal_features_colab_ultra
186,0,0.01752272,0,challenge_10_signal_features_colab_ultra
187,0,9.294157e-07,0,challenge_10_signal_features_colab_ultra
188,0,0.95366275,1,challenge_10_signal_features_colab_ultra
189,1,0.28863952,0,challenge_10_signal_features_colab_ultra
190,0,0.0032068277,0,challenge_10_signal_features_colab_ultra
191,0,3.0956986e-07,0,challenge_10_signal_features_colab_ultra
192,1,0.9973297,1,challenge_10_signal_features_colab_ultra
193,0,0.00013527407,0,challenge_10_signal_features_colab_ultra
194,0,0.008187622,0,challenge_10_signal_features_colab_ultra
195,0,9.880605e-07,0,challenge_10_signal_features_colab_ultra
196,1,0.9242795,1,challenge_10_signal_features_colab_ultra
197,1,0.98120975,1,challenge_10_signal_features_colab_ultra
198,1,0.97089684,1,challenge_10_signal_features_colab_ultra
199,0,7.771522e-06,0,challenge_10_signal_features_colab_ultra
200,0,8.904596e-05,0,challenge_10_signal_features_colab_ultra
201,0,0.00037485317,0,challenge_10_signal_features_colab_ultra
202,1,0.7203966,1,challenge_10_signal_features_colab_ultra
203,1,0.9973771,1,challenge_10_signal_features_colab_ultra
204,0,0.00017210327,0,challenge_10_signal_features_colab_ultra
205,1,0.9446244,1,challenge_10_signal_features_colab_ultra
206,0,0.013943295,0,challenge_10_signal_features_colab_ultra
207,1,0.7895466,1,challenge_10_signal_features_colab_ultra
208,0,1.5447218e-05,0,challenge_10_signal_features_colab_ultra
209,0,0.06993055,0,challenge_10_signal_features_colab_ultra
210,0,0.0012156143,0,challenge_10_signal_features_colab_ultra
211,0,0.015910132,0,challenge_10_signal_features_colab_ultra
212,1,0.9144953,1,challenge_10_signal_features_colab_ultra
213,0,0.22474916,0,challenge_10_signal_features_colab_ultra
214,1,0.5292309,1,challenge_10_signal_features_colab_ultra
215,0,0.034925003,0,challenge_10_signal_features_colab_ultra
216,1,0.99998707,1,challenge_10_signal_features_colab_ultra
217,1,0.9956139,1,challenge_10_signal_features_colab_ultra
218,0,0.18715653,0,challenge_10_signal_features_colab_ultra
219,0,0.0004955827,0,challenge_10_signal_features_colab_ultra
220,1,0.9833244,1,challenge_10_signal_features_colab_ultra
221,0,0.27176774,0,challenge_10_signal_features_colab_ultra
222,1,0.957363,1,challenge_10_signal_features_colab_ultra
223,1,0.99288577,1,challenge_10_signal_features_colab_ultra
224,1,0.95008874,1,challenge_10_signal_features_colab_ultra
225,1,0.9999991,1,challenge_10_signal_features_colab_ultra
226,0,1.5788337e-05,0,challenge_10_signal_features_colab_ultra
227,1,0.97557294,1,challenge_10_signal_features_colab_ultra
228,0,0.00010181062,0,challenge_10_signal_features_colab_ultra
229,1,0.7786044,1,challenge_10_signal_features_colab_ultra
230,1,0.996365,1,challenge_10_signal_features_colab_ultra
231,1,0.9475931,1,challenge_10_signal_features_colab_ultra
232,1,0.9833612,1,challenge_10_signal_features_colab_ultra
233,0,0.6714294,1,challenge_10_signal_features_colab_ultra
234,1,0.9663403,1,challenge_10_signal_features_colab_ultra
235,0,0.2785084,0,challenge_10_signal_features_colab_ultra
236,0,0.03528481,0,challenge_10_signal_features_colab_ultra
237,0,0.00048442918,0,challenge_10_signal_features_colab_ultra
238,1,0.9999948,1,challenge_10_signal_features_colab_ultra
239,1,0.9888738,1,challenge_10_signal_features_colab_ultra
240,0,0.006671487,0,challenge_10_signal_features_colab_ultra
241,1,0.5,1,challenge_10_signal_features_colab_ultra
242,1,0.9962283,1,challenge_10_signal_features_colab_ultra
243,1,0.99999994,1,challenge_10_signal_features_colab_ultra
244,1,0.91113746,1,challenge_10_signal_features_colab_ultra
245,0,0.0015200477,0,challenge_10_signal_features_colab_ultra
246,1,0.993939,1,challenge_10_signal_features_colab_ultra
247,1,0.97919035,1,challenge_10_signal_features_colab_ultra
248,0,0.00010361473,0,challenge_10_signal_features_colab_ultra
249,1,0.9945979,1,challenge_10_signal_features_colab_ultra
250,0,6.1407804e-06,0,challenge_10_signal_features_colab_ultra
251,1,0.9925353,1,challenge_10_signal_features_colab_ultra
252,1,0.9999891,1,challenge_10_signal_features_colab_ultra
253,1,0.9959654,1,challenge_10_signal_features_colab_ultra
254,0,0.0817273,0,challenge_10_signal_features_colab_ultra
255,0,0.00040357836,0,challenge_10_signal_features_colab_ultra
256,0,0.6635246,1,challenge_10_signal_features_colab_ultra
257,1,0.9918917,1,challenge_10_signal_features_colab_ultra
258,1,0.9999943,1,challenge_10_signal_features_colab_ultra
259,1,0.9999989,1,challenge_10_signal_features_colab_ultra
260,1,0.9395121,1,challenge_10_signal_features_colab_ultra
261,1,0.9999857,1,challenge_10_signal_features_colab_ultra
262,0,0.00051190687,0,challenge_10_signal_features_colab_ultra
263,1,0.9999953,1,challenge_10_signal_features_colab_ultra
264,0,0.6021923,1,challenge_10_signal_features_colab_ultra
265,0,0.00045486938,0,challenge_10_signal_features_colab_ultra
266,1,0.07732745,0,challenge_10_signal_features_colab_ultra
267,1,0.73916674,1,challenge_10_signal_features_colab_ultra
268,0,0.000598714,0,challenge_10_signal_features_colab_ultra
269,1,0.99998295,1,challenge_10_signal_features_colab_ultra
270,1,0.9999975,1,challenge_10_signal_features_colab_ultra
271,0,0.00010842741,0,challenge_10_signal_features_colab_ultra
272,0,0.42847225,0,challenge_10_signal_features_colab_ultra
273,1,0.9418998,1,challenge_10_signal_features_colab_ultra
274,0,0.25601324,0,challenge_10_signal_features_colab_ultra
275,0,0.48642075,0,challenge_10_signal_features_colab_ultra
276,0,0.061422784,0,challenge_10_signal_features_colab_ultra
277,1,0.13099311,0,challenge_10_signal_features_colab_ultra
278,1,0.3021175,0,challenge_10_signal_features_colab_ultra
279,0,0.0045336033,0,challenge_10_signal_features_colab_ultra
280,1,0.9918634,1,challenge_10_signal_features_colab_ultra
281,1,0.999997,1,challenge_10_signal_features_colab_ultra
282,0,5.0232582e-05,0,challenge_10_signal_features_colab_ultra
283,0,0.0002736946,0,challenge_10_signal_features_colab_ultra
284,0,0.12108974,0,challenge_10_signal_features_colab_ultra
285,1,0.99999046,1,challenge_10_signal_features_colab_ultra
286,0,0.0002743156,0,challenge_10_signal_features_colab_ultra
287,0,0.11005598,0,challenge_10_signal_features_colab_ultra
288,1,0.9999852,1,challenge_10_signal_features_colab_ultra
289,0,0.52508056,1,challenge_10_signal_features_colab_ultra
290,0,0.018456113,0,challenge_10_signal_features_colab_ultra
291,0,0.0048391623,0,challenge_10_signal_features_colab_ultra
292,0,0.036375448,0,challenge_10_signal_features_colab_ultra
293,1,0.9999949,1,challenge_10_signal_features_colab_ultra
294,0,4.7737783e-05,0,challenge_10_signal_features_colab_ultra
295,0,0.01440453,0,challenge_10_signal_features_colab_ultra
296,0,7.365012e-05,0,challenge_10_signal_features_colab_ultra
297,1,0.49441126,0,challenge_10_signal_features_colab_ultra
298,1,0.9999998,1,challenge_10_signal_features_colab_ultra
299,0,0.005426316,0,challenge_10_signal_features_colab_ultra
300,1,0.9960694,1,challenge_10_signal_features_colab_ultra
301,0,0.0015543064,0,challenge_10_signal_features_colab_ultra
302,1,0.98028696,1,challenge_10_signal_features_colab_ultra
303,0,0.041689076,0,challenge_10_signal_features_colab_ultra
304,0,0.0022685414,0,challenge_10_signal_features_colab_ultra
305,0,0.04510162,0,challenge_10_signal_features_colab_ultra
306,0,0.48161408,0,challenge_10_signal_features_colab_ultra
307,0,0.83216363,1,challenge_10_signal_features_colab_ultra
308,0,3.3051332e-05,0,challenge_10_signal_features_colab_ultra
309,1,0.12722503,0,challenge_10_signal_features_colab_ultra
310,1,0.9957968,1,challenge_10_signal_features_colab_ultra
311,1,0.99509645,1,challenge_10_signal_features_colab_ultra
312,1,0.97339296,1,challenge_10_signal_features_colab_ultra
313,0,0.8522033,1,challenge_10_signal_features_colab_ultra
314,0,0.003360095,0,challenge_10_signal_features_colab_ultra
315,0,0.00014950636,0,challenge_10_signal_features_colab_ultra
316,1,0.99999917,1,challenge_10_signal_features_colab_ultra
317,0,4.443263e-05,0,challenge_10_signal_features_colab_ultra
318,1,0.999983,1,challenge_10_signal_features_colab_ultra
319,0,0.7684686,1,challenge_10_signal_features_colab_ultra
320,0,0.0003503997,0,challenge_10_signal_features_colab_ultra
321,1,0.39530802,0,challenge_10_signal_features_colab_ultra
322,1,0.9999997,1,challenge_10_signal_features_colab_ultra
323,0,0.00065008097,0,challenge_10_signal_features_colab_ultra
324,1,0.9999877,1,challenge_10_signal_features_colab_ultra
325,1,0.99999106,1,challenge_10_signal_features_colab_ultra
326,1,0.996536,1,challenge_10_signal_features_colab_ultra
327,0,8.6340835e-05,0,challenge_10_signal_features_colab_ultra
328,1,0.9999999,1,challenge_10_signal_features_colab_ultra
329,1,0.7530839,1,challenge_10_signal_features_colab_ultra
330,0,0.006313328,0,challenge_10_signal_features_colab_ultra
331,0,0.045395974,0,challenge_10_signal_features_colab_ultra
332,1,0.96144533,1,challenge_10_signal_features_colab_ultra
333,1,0.9737444,1,challenge_10_signal_features_colab_ultra
334,1,0.99999726,1,challenge_10_signal_features_colab_ultra
335,1,0.943302,1,challenge_10_signal_features_colab_ultra
336,1,0.94704914,1,challenge_10_signal_features_colab_ultra
337,0,0.35750037,0,challenge_10_signal_features_colab_ultra
338,1,0.8964522,1,challenge_10_signal_features_colab_ultra
339,0,0.0014874777,0,challenge_10_signal_features_colab_ultra
340,1,0.98248446,1,challenge_10_signal_features_colab_ultra
341,0,9.859317e-06,0,challenge_10_signal_features_colab_ultra
342,1,0.9999999,1,challenge_10_signal_features_colab_ultra
343,0,0.3928082,0,challenge_10_signal_features_colab_ultra
344,0,1.1685459e-06,0,challenge_10_signal_features_colab_ultra
345,0,0.12062874,0,challenge_10_signal_features_colab_ultra
346,0,0.032584503,0,challenge_10_signal_features_colab_ultra
347,0,0.006991244,0,challenge_10_signal_features_colab_ultra
348,0,6.424702e-05,0,challenge_10_signal_features_colab_ultra
349,1,0.99071914,1,challenge_10_signal_features_colab_ultra
350,1,0.9999997,1,challenge_10_signal_features_colab_ultra
351,0,2.3185472e-05,0,challenge_10_signal_features_colab_ultra
352,0,0.057169445,0,challenge_10_signal_features_colab_ultra
353,0,0.014817118,0,challenge_10_signal_features_colab_ultra
354,0,0.02725319,0,challenge_10_signal_features_colab_ultra
355,1,0.9951769,1,challenge_10_signal_features_colab_ultra
356,0,0.1905334,0,challenge_10_signal_features_colab_ultra
357,0,4.2055403e-06,0,challenge_10_signal_features_colab_ultra
358,0,1.8813816e-05,0,challenge_10_signal_features_colab_ultra
359,1,0.99603695,1,challenge_10_signal_features_colab_ultra
360,0,0.19320808,0,challenge_10_signal_features_colab_ultra
361,0,0.7571089,1,challenge_10_signal_features_colab_ultra
362,0,0.0325911,0,challenge_10_signal_features_colab_ultra
363,0,3.6008994e-05,0,challenge_10_signal_features_colab_ultra
364,0,0.8198358,1,challenge_10_signal_features_colab_ultra
365,0,0.017441865,0,challenge_10_signal_features_colab_ultra
366,0,0.09785653,0,challenge_10_signal_features_colab_ultra
367,0,0.21911187,0,challenge_10_signal_features_colab_ultra
368,1,0.70279455,1,challenge_10_signal_features_colab_ultra
369,1,0.9928812,1,challenge_10_signal_features_colab_ultra
370,1,0.9683467,1,challenge_10_signal_features_colab_ultra
371,1,0.9954373,1,challenge_10_signal_features_colab_ultra
372,1,0.99373055,1,challenge_10_signal_features_colab_ultra
373,1,0.99496585,1,challenge_10_signal_features_colab_ultra
374,0,0.00025379055,0,challenge_10_signal_features_colab_ultra
375,1,0.87564117,1,challenge_10_signal_features_colab_ultra
376,1,0.99999684,1,challenge_10_signal_features_colab_ultra
377,1,0.9999839,1,challenge_10_signal_features_colab_ultra
378,0,0.0002574092,0,challenge_10_signal_features_colab_ultra
379,0,0.46116725,0,challenge_10_signal_features_colab_ultra
380,1,0.9999847,1,challenge_10_signal_features_colab_ultra
381,1,0.9999999,1,challenge_10_signal_features_colab_ultra
382,0,0.00092381047,0,challenge_10_signal_features_colab_ultra
383,0,4.33056e-06,0,challenge_10_signal_features_colab_ultra
384,1,0.96204513,1,challenge_10_signal_features_colab_ultra
385,1,0.9839164,1,challenge_10_signal_features_colab_ultra
386,0,0.014277547,0,challenge_10_signal_features_colab_ultra
387,1,0.99999887,1,challenge_10_signal_features_colab_ultra
388,0,0.0017477159,0,challenge_10_signal_features_colab_ultra
389,1,0.8079909,1,challenge_10_signal_features_colab_ultra
390,1,0.9165015,1,challenge_10_signal_features_colab_ultra
391,0,0.00016051484,0,challenge_10_signal_features_colab_ultra
392,1,0.9894899,1,challenge_10_signal_features_colab_ultra
393,0,0.00047026883,0,challenge_10_signal_features_colab_ultra
394,1,0.9999876,1,challenge_10_signal_features_colab_ultra
395,0,0.036904808,0,challenge_10_signal_features_colab_ultra
396,1,0.96312594,1,challenge_10_signal_features_colab_ultra
397,1,0.27642798,0,challenge_10_signal_features_colab_ultra
398,0,0.9307505,1,challenge_10_signal_features_colab_ultra
399,0,0.02270128,0,challenge_10_signal_features_colab_ultra
400,1,0.9801369,1,challenge_10_signal_features_colab_ultra
401,1,0.9999987,1,challenge_10_signal_features_colab_ultra
402,0,0.003211349,0,challenge_10_signal_features_colab_ultra
403,0,3.5620276e-05,0,challenge_10_signal_features_colab_ultra
404,0,0.0071780025,0,challenge_10_signal_features_colab_ultra
405,1,0.988683,1,challenge_10_signal_features_colab_ultra
406,0,0.58471364,1,challenge_10_signal_features_colab_ultra
407,1,0.9999821,1,challenge_10_signal_features_colab_ultra
408,1,0.98623675,1,challenge_10_signal_features_colab_ultra
409,1,0.890327,1,challenge_10_signal_features_colab_ultra
410,0,0.017255276,0,challenge_10_signal_features_colab_ultra
411,0,2.371989e-05,0,challenge_10_signal_features_colab_ultra
412,1,0.99999624,1,challenge_10_signal_features_colab_ultra
413,1,0.9625787,1,challenge_10_signal_features_colab_ultra
414,1,0.9806823,1,challenge_10_signal_features_colab_ultra
415,1,0.85889256,1,challenge_10_signal_features_colab_ultra
416,0,0.0019150084,0,challenge_10_signal_features_colab_ultra
417,0,0.0040131174,0,challenge_10_signal_features_colab_ultra
418,0,0.012811898,0,challenge_10_signal_features_colab_ultra
419,0,0.021429973,0,challenge_10_signal_features_colab_ultra
420,1,0.9967452,1,challenge_10_signal_features_colab_ultra
421,1,0.98572797,1,challenge_10_signal_features_colab_ultra
422,1,0.5067686,1,challenge_10_signal_features_colab_ultra
423,1,0.9999983,1,challenge_10_signal_features_colab_ultra
424,0,4.7389444e-06,0,challenge_10_signal_features_colab_ultra
425,0,2.4146088e-06,0,challenge_10_signal_features_colab_ultra
426,1,0.98642874,1,challenge_10_signal_features_colab_ultra
427,1,0.99999994,1,challenge_10_signal_features_colab_ultra
428,1,0.91475564,1,challenge_10_signal_features_colab_ultra
429,0,0.14177638,0,challenge_10_signal_features_colab_ultra
430,0,0.002332414,0,challenge_10_signal_features_colab_ultra
431,1,0.8973283,1,challenge_10_signal_features_colab_ultra
432,1,0.9687941,1,challenge_10_signal_features_colab_ultra
433,1,0.99391353,1,challenge_10_signal_features_colab_ultra
434,1,0.6724115,1,challenge_10_signal_features_colab_ultra
435,1,0.98908585,1,challenge_10_signal_features_colab_ultra
436,1,0.9812134,1,challenge_10_signal_features_colab_ultra
437,0,0.0002547537,0,challenge_10_signal_features_colab_ultra
438,1,0.9011589,1,challenge_10_signal_features_colab_ultra
439,0,0.018514983,0,challenge_10_signal_features_colab_ultra
440,0,0.15073182,0,challenge_10_signal_features_colab_ultra
441,1,0.982934,1,challenge_10_signal_features_colab_ultra
442,1,0.9910222,1,challenge_10_signal_features_colab_ultra
443,1,0.9971387,1,challenge_10_signal_features_colab_ultra
444,0,0.00063590874,0,challenge_10_signal_features_colab_ultra
445,0,2.942357e-05,0,challenge_10_signal_features_colab_ultra
446,1,0.98734987,1,challenge_10_signal_features_colab_ultra
447,0,0.0016030045,0,challenge_10_signal_features_colab_ultra
448,1,0.9012412,1,challenge_10_signal_features_colab_ultra
449,1,0.97528726,1,challenge_10_signal_features_colab_ultra
450,1,0.9138167,1,challenge_10_signal_features_colab_ultra
451,0,0.039633386,0,challenge_10_signal_features_colab_ultra
452,0,0.06170198,0,challenge_10_signal_features_colab_ultra
453,0,5.3362455e-06,0,challenge_10_signal_features_colab_ultra
454,1,0.9974533,1,challenge_10_signal_features_colab_ultra
455,0,0.35428303,0,challenge_10_signal_features_colab_ultra
456,1,0.6476416,1,challenge_10_signal_features_colab_ultra
457,1,0.9999992,1,challenge_10_signal_features_colab_ultra
458,1,0.9935242,1,challenge_10_signal_features_colab_ultra
459,1,0.11329595,0,challenge_10_signal_features_colab_ultra
